rainfall_mm,soil_moisture_%,distance_of_rain_km,temperature_C,humidity_%,flood_occured
0.0,47.8348946,0.0,17.0591904,81.41914235,0
0.0,44.6200513,231.8992549,25.01972393,37.43194286,0
0.679099935,46.8375351,0.0,16.36468512,84.40517963,0
237.4954402,60.150329,167.398942,20.79709033,90.3310425,1
26.80772125,46.1408826,61.25745408,19.57680663,77.91315452,0
182.8357632,60.9853423,253.4827448,20.75249103,38.37214753,1
31.26356237,46.0637479,363.7012897,14.42712019,82.58586098,0
1.088735894,44.165575499999996,215.7171306,25.71322501,79.20255886,0
39.35515991,44.6910058,114.9038287,17.22165817,70.48620009,0
176.3536464,60.3333821,132.8830417,29.60799535,89.9972576,0
1.829810529,45.007456499999996,181.9806153,17.59615333,44.05142351,0
225.2155805,57.5424469,137.4615731,25.49098735,74.34715547,1
300.0,57.9177911,281.5923787,13.98644781,89.87756409,0
248.293635,56.1530799,243.3839338,30.44721595,60.53610926,0
5.694406194,46.896399100000004,370.5251294,29.3053213,76.24963949,0
191.079298,58.54236280000001,254.5991282,14.84851859,58.2661597,1
0.0,44.274691700000005,340.5676838,28.95387264,78.97925042,0
289.5145929,58.2537459,314.5715937,28.57197218,30.62294594,0
204.9180059,59.4627006,215.1913675,27.53514009,74.3950116,1
40.2038147,46.3303462,173.3161862,24.26043196,90.16788847,0
38.50071605,45.237708999999995,0.0,26.6411557,36.52796795,0
36.6596741,47.4462693,10.12284022,22.91369856,47.59338079,0
11.80985216,45.3951019,150.7782439,17.01912088,41.72192619,0
20.52190647,46.419547,117.8034641,31.28884264,90.36498685,0
233.1055749,57.041809099999995,29.2436613,20.36418206,55.90592529,1
38.41169213,45.8546415,0.0,19.66546413,71.1476073,0
8.398258256,45.713104799999996,156.0637148,22.56684778,30.17669454,0
3.968589465,47.4507845,27.56864751,21.19605175,41.74011093,0
287.0663158,58.0151618,48.51694828,31.55044156,71.36457641,0
248.2639903,56.2391313,261.7633005,16.06868393,70.0974494,0
158.4083733,57.49364729999999,366.0721379,23.28269686,44.33077351,1
38.04020259,46.186201100000005,367.7965688,25.12385506,34.69025237,0
0.0,46.2617657,0.0,15.52582236,76.89324007,0
18.5036137,47.8003498,85.32693743,28.33430926,80.38005241,0
11.64208609,44.9193826,0.0,29.83949179,64.69843444,0
285.8593374,56.956949,300.8461713,25.01146094,48.7000005,0
11.59808603,45.7044663,259.250265,19.27125619,62.85003389,0
300.0,57.2517226,265.4317522,19.3484873,91.05052018,1
220.2667462,58.1320448,208.6321132,23.0111877,34.91262534,1
268.3438103,60.3599951,0.0,17.61175211,79.09899754,1
31.41620148,44.6739398,191.3754229,27.44707837,55.9818542,0
272.0646501,56.4486269,120.3818427,15.29956479,78.70556507,0
7.48507994,45.1961107,284.3748376,18.49941923,42.83098254,0
29.27292306,46.2098213,120.282914,30.03333062,45.33714848,0
183.0687663,58.199264299999996,67.04276411,18.95549462,30.01527288,1
36.49065434,45.5315539,2.662327746,27.27433166,81.34127482,0
38.72207814,45.0965416,0.0,13.93529844,36.97446048,0
15.76779644,44.7168265,192.3877165,27.26833282,45.6028313,0
35.21931435,46.1491684,0.0,29.49244646,50.75576948,0
158.732377,57.9512788,0.0,30.0535623,91.15397879,1
268.9163706,61.3563621,0.0,22.24208852,47.27358638,1
0.0,45.4754552,278.4528134,28.28622364,67.42486033,0
41.46423294,46.7587943,0.0,25.05417077,66.37829213,0
25.63276206,47.1360093,0.0,19.07034116,47.39977129,0
269.3612924,61.265662899999995,5.305362041,31.25564474,55.55184643,1
14.66445389,47.6607996,299.1552617,29.20217456,30.05305127,0
5.025884107,45.857294100000004,95.58479375,20.8227147,39.81611702,0
274.3035567,58.4932121,55.95234649,14.23898067,70.05835359,1
263.7850666,57.0038398,366.7596798,28.73112601,86.79101875,0
248.6012802,60.51639049999999,89.27562778,15.51349693,64.10855271,0
0.0,46.4394058,8.595295291,22.26100167,89.80391074,0
210.3039316,59.397200100000006,310.3817693,24.07511625,87.33407109,0
184.5674923,59.932597099999995,340.1534089,19.91018169,86.63924363,0
15.09600848,47.1628602,222.8629963,22.10339871,44.79433931,0
234.2900583,58.4565396,88.77036593,24.4395814,59.69551215,1
300.0,60.1197046,41.676467,29.48484931,36.03755248,1
44.30972211,46.9323327,307.6797406,17.99524706,73.53701046,0
39.77420095,45.6245345,0.0,13.28614042,48.53421833,0
0.0,45.5641224,0.0,27.20725225,75.5590726,0
280.8455757,59.6933411,0.0,18.46011131,44.3614204,0
230.834544,60.664102099999994,169.6334495,29.17014654,42.99349133,1
177.1773278,60.9795469,200.2732972,19.39258901,29.08148894,1
300.0,60.213566799999995,241.6951073,16.60533198,85.75444716,1
267.0526512,61.8078918,111.9388567,22.67696004,64.72014837,0
6.545428425,45.482165,61.21861245,14.17695578,88.06790621,0
24.97797313,44.978758,0.0,17.42565603,80.2152319,0
10.93545848,46.213232399999995,329.218993,24.22832289,90.26439759,0
44.20792201,45.7268469,371.8336672,29.10412539,78.91313801,0
32.44110794,45.0311804,77.10401721,22.50933738,81.02920855,0
13.3959602,45.1327199,189.1415,25.03345977,81.70300229,0
300.0,60.770342,182.2902347,21.32680323,64.56307806,1
175.8427394,56.88311900000001,293.8994745,23.3770538,88.60260879,1
300.0,56.2030234,255.2011983,20.00502509,30.82856693,1
159.1469552,58.8270291,110.5602572,17.15518745,47.3545427,1
31.61259041,47.08045,169.1478663,31.75997741,78.69935293,0
287.7784638,58.018503200000005,182.0812338,22.37587846,77.0237332,1
253.9102785,56.0340283,6.222403993,25.43028187,48.65500196,1
18.76082966,47.0511854,112.2482949,22.12166918,76.51548442,0
40.66930776,46.6319498,348.0745933,19.04084528,89.22622184,0
5.955295077,44.5224782,309.4044672,16.24097754,50.01831793,0
258.6001895,57.4317863,260.5897577,25.54855574,80.94056196,0
0.0,48.009056799999996,310.8253169,26.78263997,53.75468535,0
300.0,61.89410360000001,225.0730426,25.52790916,36.72954842,0
224.5763796,60.7977446,262.2972209,27.23039975,83.30443067,1
4.995902137,47.8789953,0.0,27.68143172,83.59863834,0
9.570685883,45.678050799999994,124.7895246,27.32879252,64.00186353,0
3.524064888,47.813024,29.68524442,22.47061147,32.76779169,0
10.35654879,47.4507198,0.0,21.55187636,46.25580368,0
283.7307536,59.3744647,200.1815156,27.57289178,84.17558244,1
0.0,45.442834399999995,269.5880167,27.84921776,63.33411365,0
6.03043027,46.6199383,269.9296904,16.623703,53.07501011,0
253.6319719,60.473405899999996,315.3613522,27.58693408,75.30657886,1
13.25184467,44.7722338,324.7346438,31.72324631,81.91864461,0
41.8432032,47.656960500000004,226.1911318,17.45661873,70.68198875,0
280.1095846,59.895470100000004,316.6713181,25.79046403,44.05298448,1
11.39465517,44.707776599999995,36.3187348,21.29718237,83.12048923,0
0.0,46.778329899999996,300.8220343,22.46115705,75.47456053,0
241.0543521,61.55902760000001,237.5800398,31.86039212,79.31950296,0
183.8526984,56.7160054,0.0,23.19226188,87.84619379,1
176.6084819,59.817662000000006,222.8977273,20.61574059,85.27489159,1
1.509318794,47.734192300000004,112.1835073,25.37597841,47.73686624,0
45.02726906,47.8195844,14.07548111,24.21262313,74.43901472,0
19.33584197,44.865492,311.5042077,22.43214522,86.35502159,0
264.0597168,58.7476821,0.0,30.69072114,68.69624367,1
0.0,44.918803600000004,368.9144681,14.48088194,86.13329327,0
0.368805707,44.3010454,208.6372249,20.05398968,70.83504629,0
12.74323915,46.2431151,0.0,17.14367964,28.23436529,0
36.33502968,44.2879922,210.9413376,28.47974296,39.18535051,0
237.9428072,58.859438100000006,0.0,29.91072571,46.90653955,1
37.07529572,47.595920400000004,358.7982701,16.94172683,65.86520756,0
264.5753625,57.993021899999995,332.9144214,31.78170747,86.52667451,1
188.9200893,60.7870543,87.66309639,27.69958112,81.56073934,1
35.52107276,45.2510492,0.0,19.91037137,40.71416558,0
259.387627,60.848051999999996,40.01359635,30.51178911,48.06926202,1
0.0,44.349479699999996,241.1170262,15.05731825,83.47845284,0
292.1082144,61.61680510000001,49.15624622,17.44047066,62.49645679,1
13.64063344,44.650349,223.0084083,28.28220949,82.85114132,0
248.1224219,60.200926700000004,92.87995095,15.88164056,71.78237965,1
20.61585229,44.4502997,95.94382423,26.77998933,30.74046837,0
44.69481975,45.1670196,206.6274675,29.26245368,49.80308744,0
33.09612869,47.0276885,297.2502859,30.29461982,81.14215494,0
21.39923685,47.6923908,54.42662718,18.61605989,30.48958832,0
0.0,45.958918,298.528289,30.40055042,85.05507277,0
16.79622101,47.9138086,139.5787509,21.48245865,42.96416026,0
292.0086249,61.32270319999999,252.4486159,21.51765234,35.73898462,0
3.848499542,44.4542176,157.5474845,27.17981647,61.53542898,0
207.6553175,60.0110081,251.7964254,14.7930353,60.32277277,1
9.400751425,44.5452655,315.193042,18.52845225,58.76005517,0
294.1845357,57.7217969,311.5501413,14.18901854,91.34001944,1
1.288215061,46.8733049,250.6196026,18.08205149,31.95539577,0
6.634156338,45.0384539,69.39226543,16.22101402,70.80846839,0
154.6762053,56.9310036,104.9619693,16.84462055,79.26091813,1
21.08465376,47.2311267,0.0,28.57163775,28.23292022,0
24.39461916,45.9996327,73.28049915,13.56486326,83.6419961,0
2.566927498,48.0228772,310.205496,21.20609301,72.26429412,0
0.0,45.159413799999996,0.0,29.20439408,42.90716557,0
22.34975191,45.8390752,251.617823,20.07836104,80.88643699,0
266.945282,58.6542099,46.30014206,27.89076412,40.83332418,1
2.480823033,47.464183500000004,49.40176128,30.68101339,51.27462264,0
32.55892062,44.2531615,80.20960348,26.18906661,50.6888737,0
273.1871978,61.1234093,72.77985099,31.21491854,39.41667709,1
163.0882405,61.305630099999995,14.14105004,28.51209576,42.66061233,1
1.335075839,46.2187664,311.01539,23.1575188,60.26854729,0
45.05967683,45.098711,283.5186151,19.02146007,41.59861541,0
0.0,46.185022,122.1545909,18.99961052,70.58115202,0
268.6953286,61.7719716,0.0,19.13344498,49.54313928,1
1.295169409,44.6163205,51.11492523,19.43830929,45.19241203,0
40.14279479,45.4237128,51.8919867,30.88436124,30.81132316,0
13.41412207,44.1660018,235.4325351,26.02839371,59.71582137,0
174.3371321,59.229457100000005,116.8764713,21.21635373,85.18959386,0
247.4581222,61.245048999999995,278.0721883,27.61099074,77.07667081,0
259.3588463,58.2455744,284.004476,13.41996177,92.06127086,1
23.13075644,44.4388828,0.0,28.98868414,45.25580382,0
226.6850347,59.9565383,106.5715729,18.40963755,56.41761067,1
300.0,60.8415696,348.6078529,17.18450358,84.52954847,1
258.1662472,59.465720499999996,333.0763136,26.29488236,57.64359931,1
5.689631172,44.1539701,107.9918202,23.14534572,30.67876883,0
32.6228552,44.2898721,128.7233608,25.08195594,57.33932529,0
196.1354785,58.639172900000005,328.0629854,29.91790705,56.39080894,1
42.81266654,47.0825813,268.1217018,26.19976763,55.06457402,0
273.762432,60.412999199999994,61.91972703,25.3205836,58.43374702,1
0.0,44.9171595,194.368062,19.41340636,89.92270624,0
24.10873553,45.729428999999996,283.1217508,21.6355206,85.16337849,0
274.1325708,58.986778900000004,268.8297285,24.54308353,54.02527171,0
202.8225964,61.3166999,347.9491027,20.86059052,70.65330266,0
155.1997621,56.1708064,212.9548077,15.35326331,29.40004492,1
183.3554304,60.870457300000005,48.85008389,22.57020755,56.30247694,0
28.6270532,47.087843400000004,311.9066069,29.88623205,51.38926606,0
300.0,56.5883453,247.7246519,19.36128567,55.40238023,1
15.62285899,47.8344735,136.1042506,23.31593052,64.48305587,0
236.7850609,56.679680499999996,277.817674,26.81936992,48.19252239,1
21.87869141,46.0875881,162.541062,20.18757103,60.47887352,0
233.1894866,59.1081352,332.7153139,18.397937,38.34367775,1
191.5728169,56.816677000000006,300.6780568,22.17265955,69.83842818,1
42.86619791,44.2228874,43.81412037,16.94091119,55.84158182,0
1.693790743,47.8696815,364.1190468,21.48176585,69.18944585,0
273.393277,59.773968700000005,364.9856008,30.34232991,58.31402945,1
194.6855487,59.5289476,195.7207227,25.5994207,89.22948963,0
300.0,56.5313662,0.0,21.45857568,84.74952053,1
38.89555505,46.009122000000005,0.0,18.08739999,91.59477827,0
186.3478475,58.734116199999995,0.0,22.81389629,63.87794276,0
300.0,61.805164700000006,0.0,28.6886394,66.00706983,1
161.0575839,59.8639451,29.53125704,14.69232149,42.88916363,0
43.11495805,47.3032212,302.1705931,14.84201116,77.35274081,0
292.6984608,59.946977999999994,148.6302962,15.52272111,57.63764239,1
194.9336668,56.551865,123.3461703,30.4200548,60.77518618,1
18.94422762,45.2379175,301.8345219,27.27536045,72.32431884,0
202.1192012,59.782189699999996,299.3630324,21.79313525,89.58264116,1
226.4396227,58.3281233,224.4708859,13.80943782,52.75730018,1
15.85622892,45.0330522,8.242138691,18.38052236,65.49574978,0
1.748615808,45.8138512,99.59336397,29.70124448,48.82499343,0
35.16769642,44.9154243,354.2585638,23.59154749,40.485273,0
232.2404091,58.8272228,36.51614955,17.69711926,41.62837098,1
300.0,58.3662848,40.01949949,27.74749784,38.27542313,0
26.9050866,44.214781800000004,136.0646287,13.40406582,59.27717157,0
15.65160032,45.3373792,173.0022611,28.25903775,87.68565824,0
10.44564968,46.6510259,272.8191435,19.40700921,53.1288195,0
243.5512407,61.6422162,163.8426941,15.59611594,31.300914,0
20.28932503,47.4429922,117.0439465,20.19164063,67.32739506,0
263.3925473,60.3259509,207.7502468,30.27703736,49.22835566,0
14.22921122,47.309817100000004,319.0883836,28.56428719,34.40364219,0
203.5253127,58.528456799999994,330.6883318,18.30365723,31.64220147,0
258.7710602,57.6334158,1.933306664,29.6225227,84.91827423,1
152.1048302,56.477763800000005,363.4280326,30.68953621,33.75473342,1
246.4569631,57.641784799999996,77.89178564,23.82268826,39.43704415,1
299.0602387,60.0415814,56.33618701,31.57870288,83.04635003,1
9.16249328,47.9761175,285.0277904,29.05882933,87.85388754,0
0.0,45.4971916,203.3587912,17.9743629,50.02343729,0
261.5875769,60.1651406,176.8886022,21.54401957,40.83144032,1
190.2799484,58.7888564,226.7825742,13.39788717,45.98721635,0
2.953335094,46.28089,322.6362524,16.54962717,52.6861804,0
258.0148032,58.781263800000005,283.7710895,15.25895677,56.07611278,0
154.9590207,57.3295758,320.1129557,18.82211217,87.18466433,0
175.6043045,61.434744900000005,17.53974552,20.67981058,64.3678229,1
276.6601593,56.9747605,196.6072378,13.8320044,90.47181632,1
151.846565,58.871857500000004,0.0,30.33585832,32.04932651,1
197.3531787,59.469494700000006,335.9764514,19.04483887,49.12243008,1
2.282505041,44.854663900000006,117.3953023,29.73030668,86.80349863,0
36.62134917,46.6198756,127.4359477,29.57901491,61.3002162,0
26.52602395,47.8167543,125.8254189,22.22002231,63.89499337,0
300.0,60.4340668,337.6264147,17.11795803,74.73411856,0
276.0662145,61.44276910000001,32.82680719,22.31143244,73.28398511,0
248.7735823,57.6110974,213.1085451,24.7613541,37.20315872,0
23.78182865,47.972157100000004,203.3514529,26.58398682,58.17096751,0
300.0,61.308705100000005,258.3541555,14.54336326,88.06128201,1
300.0,57.6008278,137.5919259,21.68099001,31.24201838,1
204.1488666,57.3358958,258.0529229,14.13374772,59.9981048,1
153.6510289,59.9124683,362.040341,14.03069084,64.13447562,1
34.58569459,44.3025544,0.0,29.22605988,68.90601996,0
1.875763202,47.5072557,344.0548828,20.25171288,52.72715866,0
167.7398589,56.0821831,304.2382315,28.42478697,35.75146986,1
34.13884535,44.4894372,179.939613,31.75722476,67.45498159,0
26.58035229,45.4561264,84.75289662,20.6691254,58.12280601,0
13.21111517,46.5549628,131.9875326,21.92888869,52.71948886,0
0.0,47.240426,92.35804777,24.98952453,87.58350796,0
178.7744303,56.0086973,159.2091709,29.19184121,76.29861459,1
191.2689858,59.7483579,31.58782661,30.80156502,46.01544529,0
197.8562536,56.8005777,349.3646415,31.76293336,57.98482999,1
300.0,59.567741100000006,144.2082807,29.80735034,52.12014635,0
31.66093931,47.2131529,365.5500944,16.01465998,59.37102035,0
290.1866308,59.42000899999999,139.4486713,18.84872773,38.50637692,1
5.718092502,44.1972195,45.97886168,16.60258003,78.15506855,0
244.8851841,57.710302999999996,254.6589226,17.21648723,64.5700346,1
26.45694855,47.9541281,116.9062242,29.1205039,65.42868859,0
213.3682514,57.937779199999994,64.20753053,20.74859382,77.55859027,0
177.6523754,57.2688345,88.28684747,14.61713924,72.78900521,0
152.286006,56.026712,354.2164569,23.17498094,55.84438277,1
278.3588606,61.2798787,147.2187025,16.21413897,46.51683664,0
0.794038443,46.5380599,172.7361434,22.42164265,50.44500103,0
2.978745655,44.2257507,282.7443893,19.74785953,50.17334623,0
24.53239651,44.8742721,176.386646,18.86962559,51.26788921,0
300.0,60.820769,355.4522849,15.19397069,47.84577486,1
224.0778947,61.6072078,16.18362783,26.15825191,52.42807281,0
37.27303743,47.8193096,233.1254518,23.39276641,28.84731495,0
206.4607553,58.2080497,229.1382569,24.41810835,38.17308361,1
9.273881193,47.8902769,230.2200973,25.09760625,51.92059521,0
0.0,47.2404322,350.0835573,16.95066313,67.42351439,0
165.2146187,59.27333420000001,134.7610258,22.30244846,72.81615436,1
226.3436971,58.528687999999995,0.0,16.25424397,56.0281585,1
203.1047513,60.3761369,77.58339753,24.10456622,43.52377647,1
0.0,44.4423643,309.4277666,23.0087518,55.81107695,0
217.7505784,60.2666133,285.6334652,16.77074021,88.18621974,1
22.08717566,44.6497882,149.7910755,21.99440844,79.91607603,0
241.8319479,59.1267808,140.1178808,29.39024565,52.50134836,1
230.2909571,56.655269600000004,124.5683571,26.04869122,70.51108674,1
300.0,56.84775520000001,320.3459587,15.85481829,64.67804065,0
257.2857387,56.6931737,139.6022266,26.39623482,56.60448097,0
222.880342,56.0940143,178.3859378,27.94348996,39.73013438,1
187.8792646,56.188055999999996,9.949062465,15.66567274,70.41026435,1
9.982482471,44.9520269,307.0970725,25.76428688,75.5797372,0
1.676440355,44.7085251,0.0,19.68204697,66.09504844,0
39.9562079,47.315307000000004,337.6578173,23.29167236,74.3873372,0
249.7997893,57.81987240000001,347.3494465,13.73695352,50.37098998,0
226.3842363,59.1213526,231.2902693,26.69764069,76.99234391,1
40.60255756,44.7940535,366.7094049,30.89383538,53.25928946,0
13.27372199,47.8284827,0.0,26.86005415,46.16377482,0
6.098323781,45.0318375,182.8775176,21.46799085,34.26030954,0
191.0423264,59.7230066,135.3499249,18.27553518,75.60968391,1
36.67129726,45.5176676,42.01223197,20.06363404,81.60368853,0
5.247817139,46.5373333,67.99356918,30.17057646,28.74414056,0
39.24534366,45.967886400000005,348.7374491,18.54931256,48.51869296,0
44.89245468,47.157906,34.44420063,18.47684582,62.44668899,0
0.0,47.197676,77.13929705,30.93813853,35.79207605,0
194.9818368,59.621417300000005,159.6018453,13.90165047,75.99674248,1
202.873072,59.52719090000001,253.6408433,31.56736819,61.77611515,0
281.3212861,61.0723426,84.44940709,15.03961143,42.77688818,1
39.33927888,47.2141992,271.5386321,21.77924519,66.01787398,0
228.9876846,60.595989800000005,191.8209552,31.07659547,88.62574633,1
248.6074229,58.549144,251.3646739,22.76290055,36.46898514,0
275.8108284,58.0057722,145.0578578,23.94476643,52.63859291,1
4.732823094,47.8019856,57.96593012,15.27582492,31.4128932,0
1.363212356,45.2474838,182.2672907,28.18193828,73.18369622,0
44.14324859,45.413717,154.6605014,17.6895509,30.79225095,0
0.0,46.1583905,17.84008207,21.91975991,70.62537818,0
0.0,44.427952399999995,211.5214269,21.71135709,67.94246602,0
42.9472066,46.3445989,287.7621499,24.11483448,28.12399352,0
175.0788795,56.82525819999999,194.0245453,17.71469949,72.17023019,0
197.764581,58.3749556,25.76917036,19.73153673,42.57013098,1
3.234832042,44.159818099999995,238.6980449,24.88537792,52.1969582,0
24.26841199,48.015902100000005,219.9925851,21.5935461,53.85877589,0
288.8716259,61.56470040000001,114.8484893,19.44452366,65.34999908,1
9.141939232,44.7647117,235.0778009,22.99578922,39.80441747,0
41.63808626,45.8510772,284.0886239,21.80590711,45.96565186,0
28.3678731,46.280530199999994,281.2605635,20.81998296,85.55353911,0
188.1504635,61.292726200000004,0.0,21.75718379,80.4749715,1
41.24516734,44.4355385,166.5384144,25.98362458,43.65364155,0
5.310519207,45.1738214,127.5735481,14.62083337,34.18682857,0
35.36900166,44.4848681,76.12381585,21.38680905,29.86514911,0
152.9155215,60.181078600000006,44.52504447,29.02630291,32.25595451,1
247.3672482,58.230098600000005,127.2836723,26.03865844,38.3414453,0
37.16988128,46.7611803,56.50497734,23.86492512,57.91466826,0
202.318652,60.6456019,321.102961,24.36447861,66.80647679,1
2.254413701,46.3652823,260.6617971,25.92633709,59.07112929,0
260.7602456,57.8465342,361.2332647,23.54714995,49.65225976,1
300.0,56.8888833,247.4125216,17.60465751,68.83421643,0
21.99027729,45.297951499999996,353.1995976,17.83077689,49.04231613,0
40.46359091,45.215925299999995,37.70661116,20.80814316,32.44046598,0
187.3765779,61.6882795,90.34672953,20.35339579,36.67585728,1
164.3404543,59.041615,10.37116651,19.80024055,36.39962878,1
300.0,61.62984889999999,71.98728272,14.8200497,81.07600022,1
196.7686345,58.3742529,34.59790472,31.59913734,32.9244463,1
29.74912002,46.1250761,0.0,17.72849378,70.63587315,0
25.01273409,46.5303682,159.0411111,27.27737673,83.81851101,0
30.65636008,46.0504696,242.5264854,19.81054112,91.67098133,0
33.82867966,44.176712699999996,134.4550753,18.13591505,37.03396429,0
190.3410603,59.7826506,0.0,30.02675897,42.41362847,1
158.1703224,60.0424865,286.0139463,14.93407068,48.2532121,1
186.491057,56.088523599999995,229.688275,24.45177216,38.08349561,1
30.27610379,45.476269099999996,169.3085058,22.93928055,76.0591977,0
0.0,46.757144000000004,199.4348042,26.17299891,63.7945358,0
31.89000231,45.248882699999996,287.6854472,30.54004313,36.77976603,0
